state_name_x,city_name,place,description,state_name_y,best_time,ideal_duration
Chattisgarh,Dhamtari, Sihava ,  ,Chattisgarh," Oct-Mar 
            ", 1 day 
Chattisgarh,Dhamtari, Bilai Mata Mandir ,  ,Chattisgarh," Oct-Mar 
            ", 1 day 
Chattisgarh,Dhamtari, Gangrel Dam ,  ,Chattisgarh," Oct-Mar 
            ", 1 day 
Chattisgarh,Dhamtari, Rudri ,  ,Chattisgarh," Oct-Mar 
            ", 1 day 
Gujarat,Somnath, Somnath Jytorilinga Temple ," A highly revered religious site for Hindus, the Somnath Temple is one of the 12 Jyotirlingas of India. The Jyotirlinga is adorned with flowers, ornaments of silver and gold and people from far and wide come to worship it. It is first of the twelve Jyotirlinga shrines of Lord Shiva. ",,,
Gujarat,Somnath, Bhalka Tirth ," Bhalka Tirth is a renowned Hindu pilgrim centre which is believed to be the location where Lord Krishna was shot by a hunter's arrow. According to the sacred scripts, Lord Krishna's death marks the end of the Dvapara Yug and the beginning of the Kali Yug. The tirth has a temple dedicated to Lord Krishna and is called Mahaprabhuji's Bethak. ",,,
Gujarat,Somnath, Somnath Beach ," Beaches of Somnath, though crowded, have the power to lure you away in a different world of soothing waves. The beaches are not recommended for swimming but are definitely a great point to relax and unwind. ",,,
Gujarat,Somnath, Paanch Pandav Gufa ," Discovered by the late Baba Narayandas in the year 1949, the temple was dedicated to the five Pandava Brothers. The location of the temple is such that one can view the entire city and get mesmerized just by looking at it. ",,,
Gujarat,Somnath, Laxminarayan Temple ," Located on the Somnath shore, the presiding deity, Lord Laxminarayan is an incarnation of Lord Vishnu. Reflects modern architectural design, this temple is famous for the carvings on its 18 pillars which have the sacred message of Krishna in the form of Bhagwadgita. ",,,
Gujarat,Somnath, Triveni Sangam Temple ," The confluence of the three rivers Hiran, Kapila and Saraswati this is the point where the rivers meet the mighty Arabian Sea. Triveni Sangam is believed to be a very sacred Moksha Tirtha for Hindus. ",,,
Gujarat,Somnath, Chorwad Beach ," Located in Somnath, Chorwad Beach is one of the most serene and tranquil places to relax and enjoy. The whole place offers picture-perfect views especially during sunrise and sunset which are a must witness.  ",,,
Gujarat,Somnath, Suraj Mandir ," Suraj Mandir too is situated near the Triveni Ghats and is one of the few temples dedicated to the Sun God. There are depictions of elephants, lions and various other birds and animals in the temple. ",,,
Gujarat,Somnath, Parshuram Temple , The temple lies on the banks of the holy river Triveni where Lord Parshuram is believed to have conducted his penance. One of the rare temple dedicated to Lord Parshuram this temple provides visitors with a scenic surrounding and picturesque landscapes. ,,,
Gujarat,Somnath, Dehotsarg Teerth ," Dehotsarg Teerth is an important pilgrim centre for the Hindus as this is where Lord Krishna breathed his last after he was shot by Jara's arrow. The location is marked by Lord Krishna's footprints. It is also believed that Krishna's brother, Baldev, also accompanied him in the form of a serpent crawling through the Balramjiki Gufa nearby. ",,,
Gujarat,Somnath, Shashibhushan Mahadev and Bhidbhanjan Ganpatiji Temple , Located about 4km away from the city on the highway along the beautiful sea shore. Bhidbhanjan is the savior form of Ganesha and is worshipped here along with Shiva. ,,,
Gujarat,Somnath, Kamnath Mahadev Temple , This temple built nearly 200 years ago by a King is now one of the most popular temples of Somnath. The King believed that a dip in the pond in the vicinity could cure humans of any disease. ,,,
Gujarat,Somnath, Gita Temple ," Built at the Triveni Ghat, where three rivers meet the ocean, the Gita Temple is a beautiful structure dedicated to Lord Krishna built by the Birlas in the 70s. The beautifully capturing white marble structure has a depiction of the hymns of the Gita intricately engraved on the walls. ",,,
Gujarat,Somnath, Prabhas Patan Museum ," Prabhas Patan Museum was established in the mid-1900s and has a stunning collection of ancient temple remains, inscriptions, idols of deities, water from sacred rivers, etc. that signify the union of Saraswati, Kapila and Hiranya. One of the most important Shivalingas, the Kalbhairav Linga, is also believed to be hidden amidst the remains, which the Moon God worships. The attraction, therefore, has immense religious and archaeological importance. ",,,
Gujarat,Somnath, Junagadh Gate , Junagadh Gate is a historic monument which is believed to be the gate that Mahmud of Gazni entered to loot and destroy the Somnath Temple. The splendid monument now serves as a landmark and is made of stone with chattris and sculpted tigers on top of it. ,,,
Gujarat,Somnath, Prachi Tirth ," Prachi Tirth is a religious centre important for performing the sacred rituals for the ancestors. According to a legend, Lord Krishna, who was a descendant of the Yaduvansh, performed rituals at the tirth for his ancestors. Religiously, Prachi tirth is considered just as important as Kashi for the Hindu ceremonies. ",,,
Gujarat,Kutch, Rann of Kutch ," Rann of Kutch  , a large area of salt marshes is located in Gujarat , India . It is divided into : Great Rann of Kutch and Little Rann of Kutch .The name ""Rann"" has come from the Hindi word ran meaning ""desert"". The Hindi word is derived from Sanskrit word iri?a attested in the mythological books. ",,,
Gujarat,Kutch, Kutch Desert Wildlife Sanctuary ," Less than 100 km away from Bhuj, this sanctuary is spread over an area of about 7505.22 sq. km. in the Kutch District of Gujarat. This wildlife sanctuary is considered as one of the largest seasonal saline wetland areas. ",,,
Gujarat,Kutch, Dholavira , It is one of the largest remarkable excavations of the Indus Valley Civilization which was one of the most developed civilization roughly 4500 years ago. ,,,
Gujarat,Kutch, Kutch Museum ," The oldest museum of Gujarat, the Kutch Museum boasts of its collection of the extinct Kutchi Script and ancient coins. Tribal artifacts are also a part of the museum along with many other kinds of objects on display exhibits of embroidery, paintings, arms, musical instruments, sculpture and precious metalwork. ",,,
Gujarat,Kutch, Kutch Bustard Sanctuary ," Also known locally as the Lala Prajan Sanctuary, its primary aim is to conserve the Great Indian Bustard. Among many other different varieties of wildlife that can be found within the reserve, there are three different kinds of Bustards themselves in the sanctuary. ",,,
Gujarat,Kutch," Mandvi Beach, Bhuj ", The Mandvi beach is one of the most serene beaches on the Northwestern shore. Its the perfect destination to come and relax with family and friends during winter mornings. ,,,
Gujarat,Kutch, Shopping in Kutch ," Exquisite handicraft consisting of embodied cloth, bed sheets, bandhani fabrics and enameled silver wear is what Kutch is famous for. ",,,
Gujarat,Kutch," Aaina Mahal, Bhuj "," The Aina Mahal palace, or 'Hall of Mirrors' was built during the flamboyant rule of Lakhpatji in the middle of the 18th century and is very beautiful. ",,,
Gujarat,Kutch, Kandla Port and Mudra port , The Kandla Port is one of the 11 most important ports of India. The Mudra Port is another important commercial port in the Kutch. ,,,
Gujarat,Kutch," Narayan Sarovar, Bhuj "," A combination of 5 holy lakes of Hinduism namely Man Sarovar, Pampa Sarovar, Bindu Sarovar, Narayan Sarovar and Pushkar Sarovar, this is one of the most significant religious sites for Hindus. ",,,
Gujarat,Kutch," Hamirsar Lake, Bhuj "," Named after the ruler of Jadeja - Rao Hamir, this man-made lake lies in the central area of Bhuj. With almost all the important sight-seeing destinations of Bhuj located to its eastern part, walking through the boundary of this 450-year-old lake is a pleasurable experience. ",,,
Gujarat,Kutch, Indian Wild Ass Sanctuary ," This uniquely named sanctuary, located in Little Rann of Kutch, is India's biggest wildlife sanctuary spreading over a massive 4954 square kilometer. It is home to a wide variety of carnivores, mammals, birds. ",,,
Gujarat,Kutch," Prag Mahal, Bhuj "," Located in the same compound as the Aaina Mahal, is the giant Prag Mahal, which may at first seem slightly out of place at the far western edge of India, looking more appropriate in France. ",,,
Gujarat,Kutch," Mata no Madh, Bhuj "," Located 138 km from the city of Bhuj, Mata No Madh, this historical temple dedicated to Jadeja deities and is situated west of Kakkadbhit. The original 1200 year old temple was demolished during the earthquake of 1819 AD. ",,,
Gujarat,Kutch, Narayan Sarovar Sanctuary ," A 125km drive away from Bhuj, this is also known as Narayan Sarovar Chinkara Sanctuary. This sanctuary covers an area of about 444 sq. km. and is one of the distinct eco-system in the Kutch district of Gujarat state and it is a home to number of mammals such as chinkara, the endangered Indian wolf, wildcats, desert foxes, honey badger and wild boar. ",,,
Gujarat,Kutch, Rann Utsav of Kutch ," Celebrating the varied ethnic flavour of Gujarat through crafts, music, dance and people, Rann Utsav for 2022-2023 will be held from 26th October 2022 to the 20th February 2023. An initiative by the Tourism Corporation of Gujarat Limited, the Rann Utsav is packed with leisure, delicious food and adventure spread over 5 Lakh sq metres with more than 350 luxurious tents. It is 100+ full-filled days of Kutch. ",,,
