city_name,name,description
Munnar, 39. Kuthumkal Waterfalls , Kuthumkal Waterfalls is situated 24 kms from Munnar in Rajakkad. The waterfalls are a popular picnic spot in the region and boast of pleasant climate and mesmerizing water cascading down a lengthy height from a cliff. 
Munnar, 40. Elephant Arrival Spot ," Lying 18 km from Munnar, you can board an Elephant ride here to explore the wilderness of the region. This is a fun spot for both adults and children equally as you get to view the expanse of Munnar hills and forest riding an elephant.  "
Munnar, 41. High Range Club ," Run by Corporate Planters, this High Range Club is associated with 41 other clubs in the country and also with 2 overseas clubs offering a variety of amusement activities. "
Munnar, 42. Floriculture Centre ," Against the backdrop of tea plantations, you will find a well-manicured garden called Floriculture Centre. The park features a large variety of flowers and some herbal plants maintained by the Kerala Forest Development Corporation. "
Munnar, 43. Valara Falls ," Fed by the Deviyar river, Valara Falls is located at 40 km from Munnar. Enveloped by Neriamangalam town in the east and Adimali in the west, the place offers some absolutely stunning sights. "
Munnar, 44. CSI Christ Church ," CSI Christ Church is over a century old church famous for its religious & historic significance and its gothic style architecture. The church was built in the memory of the beloved wife of Henry Knight, Ilianor Knight, in the early 1900s. The site also served as a cemetery for the British Planters. The structure is made of granite and is adorned with beautiful stained glass work and brass plaques. "
Munnar, 45. Elephant Lake ," Situated amidst exuberant tea plantations, dense green woods, rolling hillocks and vibrant grasslands, Elephant Lake, also known as Anayirangal or Elephant Arrival Lake is one of the most idyllic and picturesque spots located at a distance of 22 kms from Munnar. The scintillating lake offers panoramic views of the calm reservoir and foggy clouds, all in the backdrop of lush green Tata Tea Estates. "
Munnar, 46. Anayirankal Dam ," The Anayirankal Dam is located right in between a verdant carpet of tea plantations and a thicket of evergreen forests. It is one of the largest earthen dams and was completed in the 1960s. It is also one of the earliest dams made with concrete. 
 "
Munnar, 47. Punarjani Traditional Village ," Nestled 8 km away from Munnar, Punarjani Traditional Village  is a performing arts theatre where you can watch live performances of two traditional art forms of Kerala, namely Kathakali - the classical dance form, and Kalaripayattu - one of the earliest-born & deadliest martial arts in India. It is an eccentric & reposeful tourist attraction in Munnar. 
 "
Varkala, 1. Water Sports in Varkala , Varkala is a beautiful coastal town in Thiruvananthapuram district. It lies in the southern part of Kerala. It is the only place in Kerala where the hills come close to the sea. The uniqueness of the place  is the merging of cliffs with the Arabian Sea. Varkala Beach is a popular beach where you can enjoy various water sports activities such as para-sailing and paragliding. 
Varkala, 2. Varkala Beach ," Set amid a beautiful setting, about 10 km away from the calm and quiet hamlet of Varkala, Varkala Beach is a beautiful beach renowned for its solitude unlike the more commercial beaches of Kerela. "
Varkala, 3. Edava Beach ," Untouched and unspoilt by tourist activities, the Edava beaches are the virgin stretches circling a blue lagoon where sea and backwaters run parallel divided by a more-than-one km of straight road. There is also an estuary that connects the sea with the backwaters here. "
Varkala, 4. Mangrove Forest Kayaking ," Mangrove forest in Nedungolam, Paravur, in the district of Kollam, is located at a distance of 18kms from Varkala. Perfect for a half-day trip, one can go on 4km kayaking during morning or evening. Sailing through these canals of Nedungolam, especially the mangrove forest, is a must-try experience.  "
Varkala, 5. Thiruvambadi Beach ," Lying 1 km off Thiruvamdabi road, this black sand beach adjacent to the North cliff is an ideal picnic spot amidst lush coconut groves to relax and unwind. "
Varkala, 6. Anjengo Fort ," Anjengo Fort, situated 12 km off Varkala at Anjengo, is believed to have been built in 17th century. Presently the fort is protected by the National Heritage monuments. "
Varkala, 7. Sivagiri Mutt ," Located at Varkala in Thiruvananthapuram district of Kerala is the one of the popular ashrams of Shri Narayana Guru, Sivagiri Mutt. This ashram celebrates Guru Deva Jayanti (in August) and the Guru Deva Samadhi (in September) every year. "
Varkala, 8. Ponnumthuruthu ," Ponnumthuruthu, also known as Golden Island is located 20 km from Varkala. It is popular for its 100 year old Shiva Parvathi temple situated amidst thick coconut groves stretched over the sandy beaches. "
Varkala, 9. Janardhanaswamy Temple ," Located in Varkala, Janardhanaswamy Temple is 25 km to the north of Thiruvananthapuram. The temple is dedicated to Lord Vishnu and the Arattu festival celebrated here every year is attended by thousands of devotees. "
Varkala, 10. Varkala Cliff , Varkala Cliff is a geologically important site in the region. The cliff is formed by laterite and overlooks the Varkala beach. It has been declared as a Geological monument by the Geological Survey of India but the stunning view of the golden beach and the playful waves that it offers is worth a visit for beach lovers and photographers._ 
Varkala, 11. Vishnu Temple , Vishnu Temple is an ancient temple dating back to around 2000 years. It is located very close to the Varkala Beach in Thiruvananthapuram. 
Varkala, 12. Kaduvayil Juma Masjid ," Kaduvayil Juma Masjid is dedicated to a Muslim Saint, Saint Kaduvayil Thangal who is believed to have magical powers. It is one of the important Sunni Pilgrimage Centres in the region but its beautiful architecture also attracts tourists. The well maintained structure possesses a divine vibe that can put a troubled soul at peace in an instant. "
Varkala, 13. Varkala Lighthouse ," Varkala Lighthouse was built in 1684 by the British to assist the navigation of ships coming from Britain. It stands 130 feet tall on the Varkala Beach and attracts tourists for a mesmeric bird's eye view it provides of the Arabian sea and the backwaters. It, therefore, is a perfect attraction for photographers, beach lovers and picnickers._ "
Varkala, 14. Kappil Lake , Kappil Lake is a mesmerising estuary famous for being a tranquil picnic spot surrounded by dense coconut trees. It further becomes a part of the Arabian sea and offers a breath-taking view that can be witnessed clearly from the bridge over the lake. The lake is also famous for pedal boating. The boats can be hired from the boat club located near the water body._ 
Varkala, 15. Asparagus , Asparagus is a store in Varkala where one can find ecological handicrafts and textiles that are dyed with natural dyes. Tourists can purchase artefacts and fabrics that are unique to the region. The friendly salesmen ensure the customers get the best products they have. They also have an in-house tailor who can sew garments according to specific requirements from the fabrics purchased. 
Varkala, 16. Kappil Beach ," Kappil beach is a dazzling beach located about 15 kilometres from Kasaragod, in God's own country, the South Indian State of Kerala. This bewitching beach is one of the few in India which is still unexplored. It has a long sandy stretch which is apt for taking strolls across the coastline. It is just about 5 kilometres from the Bekal Fort.  "
Varkala, 17. Varkala Aquarium ," Varkala Aquarium has a decent collection of fishes in a number of large sized that can be viewed from a walkway that spirals upwards. One can find a number of species including Karimeen, Pirahnas, Eels etc. The aquarium also has a 3D theatre where information about more species of fishes is given using the 3D technology. The aquarium is a perfect attraction to see over a day-long picnic. "
Varkala, 18. Varkala Tunnel , Varkala Tunnel is an old tunnel built in 1867 by Sir T. Madhava Rao who was also the Dewan of Travancore during that time. This took about 14 years to build the tunnel that runs a little over 900 feet and allowed traders to halt before proceeding with their journey towards Thiruvananthapuram. This historic inland waterway is a great example of the Colonial era architecture in the region. 
