,state_name,city_name,place,description
12,Chhattisgarh,"Raipur, Chhattisgarh", 13. Kevalya Dham Jain Temple ," Spread over a large area in the outskirts of the city, Kevalya Dham has several temples within the premise dedicated to Jainism. The structure is made up entirely of marbles and is an architectural beauty. Away from the hustle bustle of city life, the temple brings peace and joy to mind the moment you step inside the place. With large open spaces and serene gardens, the temples are equally liked by kids who want to frolic around. "
13,Chhattisgarh,"Raipur, Chhattisgarh", 14. Rajiv Lochan Mandir ," Popular for its magnificent architecture and rich heritage, Rajiv Lochan Mandir is a temple dedicated to Lord Vishnu. Located in Rajim – 1-hour car ride away from Raipur – the temple's edifice rests on 12 columns with aesthetic stone carvings around them. The best time to visit this holy sight is from 16th February to 1st March, when the sacred Rajim Lochan Mahotsav is hosted.  "
14,Chhattisgarh,"Raipur, Chhattisgarh", 15. ISKCON Raipur - Sri Radha Rasbihari Temple ," ISKCON (International Society for Krishna Consciousness) has famous temples all over the country, and the one in Raipur city is a recent addition, with ongoing construction. Temporarily, the idols have been shifted to another temple while the main building is still being made. Nonetheless, the elegance of the temple can still be witnessed. The white marble reflects pureness and looks even better with decorative lights at the night time.  "
15,Chhattisgarh,"Raipur, Chhattisgarh", 16. Shadani Darbar ," Located on Dhantari road, 9 kms from Raipur, Shadani Darbar is a massive pilgrimage space spread over 12 acres. Named after Sri Shadaramji Saheb, the place has a massive hall with Dhuni Saheb's idol, and many other gods and goddesses are engraved all over the place. The devotees perform Dukh Bhanjan Dhuni every day. Besides, there are beautiful musical fountains and statues. Other attractions include musical fountains with religious idols and statues. "
16,Chhattisgarh,"Raipur, Chhattisgarh", 17. Solar Energy Park , Energy Park is also called as Urja Park is an energy education park whose primary objective is to create awareness and perpetuate the habit of energy saving. It is fun-based theme park where the kids can learn while they play. The park has a garden of trees giving exposure to many kinds of fauna all of which are maintained neatly.  
17,Chhattisgarh,"Raipur, Chhattisgarh", 18. Town Hall ," Chowk in Raipur is the Town Hall which is a government office as well as a tourist site. The place brims with rich history. It houses information about all kinds of dynasties and kings that once ruled the city of Raipur. Tourists visit here majorly due to the rich and well-known history of the building. Constructed in the year 1889 and inaugurated in 1890, the town hall also witnessed and survived the struggle of independence. It has been renovated once. Earlier known as the Victoria Jubilee Hall, the Town Hall was constructed from stones transported from Raipur Fort in 1887. The place was renovated lately by the Nagar-Nigam and has regained its old splendour. It is also one of the historical pride of Raipur and serves as a well-visited tourist destination. "
18,Chhattisgarh,"Raipur, Chhattisgarh", 19. Mahamaya Temple ," In addition to devotees, the 900-year-old Mahamaya Temple also attracts historians and archaeologists due to its rich history and architecture. With home to several gods and goddesses including Mahakali, Bhadrakali, Lord Shiva, Lord Hanuman, Lord Bhairav, and more, this holy sight is undoubtedly one of the most celebrated in the state of Chattisgarh. 18 inch thick walls surround the temple, and 16 thick stone columns support the temple's structure. It indeed showcases mastery in architecture. According to historians, the temple was built by King Ratnadev in the 11th century.  "
19,Chhattisgarh,"Raipur, Chhattisgarh", 20. Kankali Talab ," Legendary sages, including the Goswami Naga sages belonging to the Dashnami Sanyasi sect, are believed to spend time near the Kankali pond. They meditated and prayed to the divine deity. Hence, they also decided to build a small temple dedicated to Lord Shiva in the middle of the pond. There are stones arranged on the sides of the pond which enhances the temple's antiquity. Even in the present times, sages can be seen meditating peacefully near the pond.  "
0,Chhattisgarh,Bhilai, 1. Dhamdha ," A sight beholding an ancient fort (Prachin Kila) and a temple, Dhamdha is located nearly 35 km from Bhilai on the way to Bemetara. For tourists, the place accommodates several restaurants and hotels for overnight stay. "
1,Chhattisgarh,Bhilai, 2. Tandula ," Lying 60 km from Bhilai, Tandula is known for a man made marvel i.e. a Dam built over Tandula River. Serving as a perfect picnic spot, this place is flocked by tourists especially during winters. "
2,Chhattisgarh,Bhilai, 3. Siyadevi ," Lying amid a picturesque location, Siyadevi is known for its Sita Maiya Temple. And if you are visiting the place between July and February, you can enjoy the beautiful view of natural waterfall. "
3,Chhattisgarh,Bhilai, 4. Deobalod ," Housing and ancient Shiva Mandir, Deobalod is situated about 3 km from Bhilai. "
4,Chhattisgarh,Bhilai, 5. Shopping in Bhilai ," If you are a shopaholic, then Bhilai does have a few good markets where you shop till you drop. However, except for exclusive handicrafts, there is no as such specialty of the city. "
5,Chhattisgarh,Bhilai, 6. Maitri Bagh ," A well maintained zoo cum park, Maitri Bagh was established by Bhilai Steel plant alongside the two manmade water bodies. Located in the proximity to the park is Bhilai Water Works which is responsible for providing clean water to the city. "
6,Chhattisgarh,Bhilai, 7. Hajra ," Amid a small steel city and hustle bustle of people, 100 km from Bhilai is Hajra flanked by thick cover of dense forest, tunnels and hills. Nestled by the picturesque beauty of nature, Hajra Falls offers a spectacular view falling at a height of 150 m. "
7,Chhattisgarh,Bhilai, 8. Civic Center ," Buzzing with all kind of noises, social activities and amusements, Civic Center is a famous shopping hub of Bhilai. Originally built in L shape with two rows occupied with shops and stores, today this place after undergoing immense changes also features a children's garden adorned with a toy train. "
8,Chhattisgarh,Bhilai, 9. Ganga Maiya Temple ," Ganga Maiya Temple, located 60 km from Bhilai at Jhalmala has very interesting legend attached to it. As per the story goes, the local fisherman found the deity of the temple in his net but ignored it instead of recovering it. "
9,Chhattisgarh,Bhilai, 10. Uwasaggharam Parshwa Teerth ," A famous pilgrim spot, Uwasaggharam Parshwa Teerth, founded in year 1995 is Jain Temple lying in Nagpura. Besides the temple, the site is also home to a garden, temples, Yoga center and Guest house all built on the bank of River Sheonath. "
10,Chhattisgarh,Bhilai, 11. Bambleshwari Temple ," Situated on a hilltop, a little away from Bhilai is a significant religious site, the state is known for. Also referred to as Badi Bambleshwari, the temple is located in Dongargarh and is half a kilometer away from another temple by the name of Chotti Bambleshwari. "
0,Chattisgarh,Jagdalpur, 1. Chitrakote Falls ," The broadest waterfall in India, Chitrakote is popularly known as the Niagara of India, because of its width. Situated in the west side of Jagdalpur in the Bastar District of Chhattisgarh, this waterfall originates from the Indravati river. Chitrakote Falls is at the height of about 30 metres with a width of 985 feet, and during monsoons, you can watch the falls at its full glory. The fall cascades from the top of the cliff in 3 streams during summers.

 "
1,Chattisgarh,Jagdalpur, 2. Tirathgarh waterfall ," With an approximate height of 300 feet, the Tirathgarh waterfall is located in the Kanger Valley National Park. A white cascade, this is one of Jagdalpur’s important attractions. The falls is also well known as ‘The Milky Falls’ due to its appearance. Tirathgarh waterfall drops down to form a pool at the bottom which is perfect for swimming, paddle boating and bathing. Best enjoyed during the monsoon season when the water gushes down at a fast pace, Tirathgarh is also tranquil and beautiful rest of the year. The bank of the pool has a small shrine of Lord Shiva where locals pray. Around 400 mossy steps will lead you to this bathing pool of the falls, surrounded by dense forests. Be it summer, winter or monsoon, be it, locals or tourists, Tirathgarh is a perfect picnic spot if you’re near Jagdalpur. "
2,Chattisgarh,Jagdalpur, 3. Dalpat Sagar ," The biggest artificial lake of Chhattisgarh, Dalpat Sagar is a 400-year-old lake built primarily to harvest rainwater, now also being used mainly for fishing and tourism. There is an artificial island built in the middle of the lake for tourists to enjoy picnics; it has a light tower, a musical fountain and even a temple surrounded by the pristine nature. The government has also started boating facilities for tourists so that one can soak in the gorgeous sunsets. Spread over an area of 350 hectares, this lake was built by Raja Dalpat Deo Kakatiya so that the collected rainwater could be used for different purposes like irrigation, washing and drinking. The surroundings of the lake have some rare and beautiful flora and fauna too. Dalpat Sagar can be visited at any time of the year. It's a perfect picnic spot if you're in Jagdalpur. "
3,Chattisgarh,Jagdalpur, 4. Kanger Valley National Park ," Established in 1982, the Kanger Valley National Park derived its name from the Kanger river. Being so rich in biodiversity, it was declared as an Asian Biosphere Reserve and is a haven for every nature lover. With fauna like the tiger, barking deer, bear, hyena, jackal, bear, black buck, langoor, wolf and many reptiles among others, and flora like algae and fungi, this national park is a small forest in itself. Home to some of the most glorious waterfalls, caves and ponds of Chhattisgarh, the Kanger park makes for great day trips from Jagdalpur. The 35-kilometre long park is the most popular attraction of Bastar. You can enjoy family or friends picnics here in any month of the year. During monsoons, the waterfalls can be seen gushing heavily, during the winters, you can walk through the second longest natural cave in the world and during summers, you can take a dip at the many ponds formed below the waterfalls and get refreshed. "
4,Chattisgarh,Jagdalpur, 5. Kutumsar Caves ," Located near Tirathgarh falls, the Kailash and Kutumsar caves are underground caves situated 35 meters below ground level. With a length of two kilometres, these are considered to be the second longest natural caves in the world. With incredible formations of stalactites and stalagmites, the caves contain five chambers. There is one stalagmite formation in the shape of a shivalinga towards the end of the cave. The Kailash and Kutumsar are only accessible until a certain extent because of the lack of oxygen. This natural cave surrounded by the dense Kanger National Park is a sight to behold.  "
